nrg_prc,nrg_cons,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
TAX_RNW,MWH_LE149999,PPS,DK	0.0124 	0.0160 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,EE	0.0118 	0.0142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,EL	0.0129 	0.0169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,FI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,FR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,HR	0.0188 	0.0105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,HU	0.0090 	0.0098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,IE	0.0086 	0.0087 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,IT	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,LT	0.0180 	0.0171 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,LU	0.0050 	0.0055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,LV	0.0297 	0.0389 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,ME	0.0090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,NL	0.0055 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,PL	0.0114 	0.0108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,PT	0.0163 	0.0191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,RO	0.0239 	0.0235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,RS	0.0016 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,SE	0.0029 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,SI	0.0133 	0.0133 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,SK	0.0318 	0.0318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,TR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,UK	0.0156 	0.0143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,AT	0.0212 	0.0235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,BA	0.0016 	0.0014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,BE	0.0088 	0.0099 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,CY	0.0100 	0.0100 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,CZ	0.0191 e	0.0191 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,DK	0.0202 	0.0262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,EA	0.0165 	0.0168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,EE	0.0089 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,EL	0.0264 	0.0270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,EU28	0.0143 	0.0140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,HR	0.0142 	0.0076 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,HU	0.0053 	0.0058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,IE	0.0262 	0.0251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,LT	0.0113 	0.0106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,LU	0.0221 	0.0250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,LV	0.0463 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,ME	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,NL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,PL	0.0079 	0.0069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,PT	0.0202 	0.0232 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,RO	0.0116 	0.0119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,RS	0.0008 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,SE	0.0035 	0.0037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,SI	0.0284 	0.0270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,UK	0.0188 	0.0170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,EUR,XK	0.0015 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,AT	0.0212 	0.0235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,BA	0.0032 	0.0028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,BE	0.0088 	0.0099 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,CY	0.0100 	0.0100 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,CZ	0.4917 e	0.4928 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,DK	0.1510 	0.1953 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,EE	0.0089 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,EL	0.0264 	0.0270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,HR	0.1050 	0.0565 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,HU	1.7246 	1.7952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,IE	0.0262 	0.0251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,LT	0.0113 	0.0106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,LU	0.0221 	0.0250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,LV	0.0463 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,ME	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,NL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,PL	0.0339 	0.0294 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,PT	0.0202 	0.0232 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,RO	0.0539 	0.0549 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,RS	0.0930 	0.0930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,SE	0.0360 	0.0360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,SI	0.0284 	0.0270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,UK	0.0167 	0.0152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,NAT,XK	0.0015 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,AT	0.0191 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,BA	0.0033 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,BE	0.0080 	0.0091 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,CY	0.0112 	0.0113 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,CZ	0.0273 e	0.0279 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,DK	0.0152 	0.0196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,EE	0.0118 	0.0142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,EL	0.0321 	0.0329 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,HR	0.0219 	0.0118 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,HU	0.0090 	0.0098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,IE	0.0234 	0.0224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,LT	0.0178 	0.0173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,LU	0.0181 	0.0207 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,LV	0.0672 	0.0389 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,ME	0.0094 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,NL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,PL	0.0137 	0.0119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,PT	0.0248 	0.0291 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,RO	0.0231 	0.0235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,RS	0.0016 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,SE	0.0029 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,SI	0.0344 	0.0327 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,SK	0.0318 	0.0318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LT20,PPS,UK	0.0170 	0.0159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,AT	0.0245 	0.0244 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,BA	0.0145 	0.0144 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,BE	0.0308 	0.0316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,BG	0.0191 	0.0183 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,CY	0.0302 	0.0271 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,CZ	0.0265 	0.0246 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,DK	0.0559 	0.0557 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,EA	0.0275 	0.0270 	0.0352 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,EE	0.0199 	0.0188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,EL	0.0179 	0.0150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,ES	0.0298 d	0.0291 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,EU28	0.0271 	0.0263 	0.0352 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,FI	0.0204 	0.0200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,FR	0.0242 	0.0238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,GE	0.0108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,HR	0.0149 	0.0138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,HU	0.0244 	0.0217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,IE	0.0212 	0.0202 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,IS	0.0100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,IT	0.0318 d	0.0318 d	0.0352 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,LT	0.0206 	0.0197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,LU	0.0085 	0.0080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,LV	0.0272 	0.0282 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,MD	0.0169 	0.0174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,ME	0.0196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,MK	0.0154 	0.0152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,MT	0.0076 	0.0076 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,NL	0.0261 	0.0243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,NO	0.0208 	0.0177 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,PL	0.0260 	0.0261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,PT	0.0344 	0.0350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,RO	0.0182 	0.0169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,RS	0.0170 	0.0168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,SE	0.0204 	0.0195 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,SI	0.0233 	0.0217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,SK	0.0272 	0.0264 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,TR	0.0100 	0.0114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,UK	0.0293 	0.0267 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,EUR,XK	0.0075 	0.0080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,AT	0.0245 	0.0244 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,BA	0.0284 	0.0281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,BE	0.0308 	0.0316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,BG	0.0374 	0.0357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,CY	0.0302 	0.0271 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,CZ	0.6838 	0.6361 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,DK	0.4168 	0.4142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,EE	0.0199 	0.0188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,EL	0.0179 	0.0150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,ES	0.0298 d	0.0291 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,FI	0.0204 	0.0200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,FR	0.0242 	0.0238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,GE	0.0324 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,HR	0.1104 	0.1032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,HU	7.8840 	6.7053 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,IE	0.0212 	0.0202 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,IS	1.3158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,IT	0.0318 d	0.0318 d	0.0352 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,LT	0.0206 	0.0197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,LU	0.0085 	0.0080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,LV	0.0272 	0.0282 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,MD	0.3299 	0.3608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,ME	0.0196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,MK	0.9487 	0.9336 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,MT	0.0076 	0.0076 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,NL	0.0261 	0.0243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,NO	0.2002 	0.1680 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,PL	0.1118 	0.1109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,PT	0.0344 	0.0350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,RO	0.0848 	0.0777 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,RS	2.0058 	2.0091 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,SE	0.2115 	0.1883 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,SI	0.0233 	0.0217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,SK	0.0272 	0.0264 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,TR	0.0643 	0.0491 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,UK	0.0261 	0.0238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,NAT,XK	0.0075 	0.0080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,AT	0.0221 	0.0224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,BA	0.0296 	0.0293 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,BE	0.0279 	0.0289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,BG	0.0397 	0.0379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,CY	0.0338 	0.0307 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,CZ	0.0379 	0.0360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,DK	0.0419 	0.0416 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,EE	0.0263 	0.0257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,EL	0.0218 	0.0183 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,ES	0.0330 d	0.0323 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,FI	0.0164 	0.0161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,FR	0.0221 	0.0217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,HR	0.0230 	0.0215 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,HU	0.0413 	0.0365 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,IE	0.0190 	0.0181 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,IS	0.0067 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,IT	0.0322 d	0.0324 d	0.0359 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,LT	0.0325 	0.0321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,LU	0.0069 	0.0066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,LV	0.0395 	0.0409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,ME	0.0393 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,MK	0.0351 	0.0352 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,MT	0.0090 	0.0091 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,NL	0.0233 	0.0217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,NO	0.0143 	0.0122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,PL	0.0452 	0.0449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,PT	0.0423 	0.0440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,RO	0.0364 	0.0333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,RS	0.0346 	0.0355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,SE	0.0169 	0.0153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,SI	0.0282 	0.0263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,SK	0.0400 	0.0389 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,TR	0.0322 	0.0278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH20-499,PPS,UK	0.0266 	0.0250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH2000-19999,EUR,AT	0.0172 	0.0168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH2000-19999,EUR,BA	0.0106 	0.0101 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
VAT,MWH2000-19999,EUR,BE	0.0192 	0.0190 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
